28899 2237352
2018 17814 -6.602587892189336
2018 16495 -6.602587892189336
2018 5837 -6.602587892189336
2018 1288 -6.602587892189336
2018 2322 -6.602587892189336
2018 12572 -6.602587892189336
2018 2174 -5.909440711629391
2018 10649 -6.602587892189336
2018 3358 -6.602587892189336
2018 7220 -6.602587892189336
2018 4441 -6.602587892189336
2018 4347 -6.602587892189336
2018 2226 -6.602587892189336
2018 4078 -6.602587892189336
2018 75 -6.602587892189336
2018 19663 -6.602587892189336
2018 821 -5.909440711629391
2018 9604 -6.602587892189336
2018 2868 -6.602587892189336
2018 7332 -5.909440711629391
2018 9589 -5.909440711629391
2018 9115 -6.602587892189336
2018 21 -6.602587892189336
2018 17575 -6.602587892189336
2018 9520 -6.602587892189336
2018 18819 -5.216293531069446
2018 1523 -6.602587892189336
2018 519 -6.602587892189336
2018 8830 -6.602587892189336
2018 10975 -6.602587892189336
2018 23292 -5.909440711629391
2018 797 -6.602587892189336
2018 9338 -6.602587892189336
2018 4570 -6.602587892189336
2018 6987 -5.909440711629391
2018 7837 -6.602587892189336
2018 1143 -6.602587892189336
2018 578 -6.602587892189336
2018 2715 -6.602587892189336
2018 0 -5.909440711629391
2018 2166 -6.602587892189336
2018 2178 -6.602587892189336
2018 1852 -6.602587892189336
2018 5266 -6.602587892189336
2018 2711 -6.602587892189336
2018 1195 -6.602587892189336
2018 6943 -6.602587892189336
2018 10117 -6.602587892189336
2018 1812 -6.602587892189336
2018 21667 -6.602587892189336
2018 81 -6.602587892189336
2018 1299 -6.602587892189336
2018 3859 -6.602587892189336
2018 2147 -6.602587892189336
2018 106 -6.602587892189336
2018 6595 -6.602587892189336
2018 7772 -6.602587892189336
2018 1899 -6.602587892189336
2018 3100 -6.602587892189336
2018 5999 -6.602587892189336
2018 6796 -6.602587892189336
2018 6424 -6.602587892189336
2018 365 -6.602587892189336
2018 798 -6.602587892189336
2018 10290 -5.909440711629391
2018 808 -5.909440711629391
2018 907 -6.602587892189336
2018 14667 -6.602587892189336
2018 2181 -6.602587892189336
2018 26230 -6.602587892189336
2018 738 -6.602587892189336
2018 84 -6.602587892189336
2018 2084 -6.602587892189336
2018 2455 -6.602587892189336
2018 13700 -6.602587892189336
2018 2566 -5.909440711629391
2018 8579 -5.909440711629391
2018 30 -5.909440711629391
2018 287 -6.602587892189336
2018 4573 -5.909440711629391
2018 5785 -6.602587892189336
2018 7002 -6.602587892189336
2018 4197 -6.602587892189336
2018 20770 -6.602587892189336
2018 2405 -6.602587892189336
2018 2400 -5.909440711629391
2018 1955 -6.602587892189336
2018 13560 -6.602587892189336
2018 1925 -6.602587892189336
2018 10068 -6.602587892189336
2018 1203 -6.602587892189336
2018 6574 -6.602587892189336
2018 8497 -6.602587892189336
2018 129 -5.909440711629391
2018 7378 -6.602587892189336
2018 12084 -6.602587892189336
2018 15029 -6.602587892189336
2018 10246 -6.602587892189336
2018 2361 -6.602587892189336
2018 10169 -6.602587892189336
2018 1924 -6.602587892189336
2018 9674 -6.602587892189336
2018 8318 -6.602587892189336
2018 792 -6.602587892189336
2018 4095 -5.909440711629391
2018 14800 -6.602587892189336
2018 27832 -6.602587892189336
2018 18915 -6.602587892189336
2018 889 -6.602587892189336
2018 2691 -5.909440711629391
2018 21182 -5.909440711629391
2018 3121 -6.602587892189336
2018 2346 -6.602587892189336
2018 25918 -6.602587892189336
2018 410 -5.909440711629391
2018 3182 -6.602587892189336
2018 2528 -6.602587892189336
2018 4217 -6.602587892189336
2018 17071 -6.602587892189336
2018 19515 -6.602587892189336
2018 11930 -6.602587892189336
2018 985 -6.602587892189336
2018 449 -5.909440711629391
2018 2629 -5.909440711629391
2018 6191 -6.602587892189336
2018 5292 -6.602587892189336
2018 3203 -6.602587892189336
2018 6635 -6.602587892189336
2018 1001 -6.602587892189336
2018 17347 -6.602587892189336
2018 978 -6.602587892189336
2018 13289 -6.602587892189336
2018 17290 -6.602587892189336
2018 9618 -6.602587892189336
2018 2721 -6.602587892189336
2018 6357 -6.602587892189336
2018 28407 -6.602587892189336
2018 1810 -6.602587892189336
2018 2423 -6.602587892189336
2018 27282 -6.602587892189336
2018 6124 -6.602587892189336
2018 2261 -6.602587892189336
2018 14100 -6.602587892189336
2018 2885 -6.602587892189336
2018 16604 -5.216293531069446
2018 1690 -6.602587892189336
2018 15487 -5.909440711629391
2018 3284 -6.602587892189336
2018 10919 -6.602587892189336
2018 9724 -6.602587892189336
2018 886 -6.602587892189336
2018 3641 -6.602587892189336
2018 2058 -6.602587892189336
2018 6990 -6.602587892189336
2018 7468 -6.602587892189336
2018 2421 -5.909440711629391
2018 26355 -6.602587892189336
2018 1818 -6.602587892189336
2018 13292 -6.602587892189336
2018 4843 -6.602587892189336
2018 312 -6.602587892189336
2018 1534 -6.602587892189336
2018 8776 -5.909440711629391
2018 9530 -6.602587892189336
2018 13588 -6.602587892189336
2018 10493 -6.602587892189336
2018 1300 -6.602587892189336
2018 22741 -6.602587892189336
2018 1187 -6.602587892189336
2019 1 -0.287682072451781
2019 8 -2.639057329615259
2019 107 -3.332204510175204
2019 70 -3.332204510175204
2019 69 -3.332204510175204
2019 26 -2.639057329615259
2020 1924 -3.413619901660712
2020 1249 -3.547151294285235
2020 1955 -3.008154793552548
2020 3054 -5.493061443340548
2020 1498 -4.799914262780603
2020 5991 -5.493061443340548
2020 7303 -5.493061443340548
2020 2803 -2.785011242238339
2020 2926 -4.799914262780603
2020 1920 -5.493061443340548
2020 1689 -5.493061443340548
2020 3109 -5.493061443340548
2020 5715 -5.493061443340548
2020 7291 -5.493061443340548
2020 5978 -5.493061443340548
2020 10771 -5.493061443340548
2020 10891 -5.493061443340548
2020 1810 -4.799914262780603
2020 2084 -4.106767082220657
2020 1815 -4.799914262780603
2020 5223 -5.493061443340548
2020 5103 -5.493061443340548
2020 584 -5.493061443340548
2020 3460 -5.493061443340548
2020 10 -5.493061443340548
2020 7463 -5.493061443340548
2020 1297 -5.493061443340548
2020 4579 -5.493061443340548
2020 3463 -5.493061443340548
2020 6014 -4.799914262780603
2020 6037 -5.493061443340548
2020 43 -5.493061443340548
2020 375 -5.493061443340548
2020 16750 -5.493061443340548
2020 557 -4.799914262780603
2020 58 -5.493061443340548
2020 3383 -5.493061443340548
2020 17841 -5.493061443340548
2020 2178 -4.799914262780603
2020 121 -5.493061443340548
2020 8078 -5.493061443340548
2020 5985 -5.493061443340548
2020 502 -5.493061443340548
2020 2032 -4.799914262780603
2020 5973 -5.493061443340548
2020 4265 -5.493061443340548
2020 14017 -5.493061443340548
2020 240 -5.493061443340548
2020 96 -5.493061443340548
2020 8146 -5.493061443340548
2020 244 -5.493061443340548
2020 20286 -5.493061443340548
2020 1585 -5.493061443340548
2020 1925 -5.493061443340548
2020 689 -5.493061443340548
2020 2035 -4.394449154672439
2020 21189 -5.493061443340548
2020 615 -5.493061443340548
2020 1899 -5.493061443340548
2020 19239 -5.493061443340548
2020 5921 -5.493061443340548
2020 3401 -4.799914262780603
2020 5091 -5.493061443340548
2020 2501 -5.493061443340548
2020 5181 -5.493061443340548
2020 2649 -4.799914262780603
2020 10472 -5.493061443340548
2020 2466 -5.493061443340548
2020 4441 -5.493061443340548
2020 2239 -4.799914262780603
2020 467 -4.799914262780603
2020 2897 -5.493061443340548
2020 18818 -5.493061443340548
2020 2654 -4.799914262780603
2020 2687 -5.493061443340548
2020 724 -4.394449154672439
2020 281 -4.799914262780603
2020 2764 -5.493061443340548
2020 19414 -5.493061443340548
2020 1976 -5.493061443340548
2020 9 -4.394449154672439
2020 4197 -5.493061443340548
2020 2226 -5.493061443340548
2020 12253 -5.493061443340548
2020 12 -4.799914262780603
2020 18546 -4.799914262780603
2020 8654 -5.493061443340548
2020 1896 -4.799914262780603
2020 6513 -5.493061443340548
2020 2879 -5.493061443340548
2020 6474 -5.493061443340548
2020 1937 -4.799914262780603
2020 951 -5.493061443340548
2020 1530 -5.493061443340548
2020 893 -5.493061443340548
2020 22346 -5.493061443340548
2020 6 -4.799914262780603
2020 20774 -5.493061443340548
2020 1832 -5.493061443340548
2020 709 -5.493061443340548
2020 344 -5.493061443340548
2020 2512 -5.493061443340548
2020 5158 -5.493061443340548
2020 944 -5.493061443340548
2020 14997 -5.493061443340548
2020 785 -5.493061443340548
2020 13632 -5.493061443340548
2020 4692 -5.493061443340548
2020 25189 -5.493061443340548
2020 1056 -5.493061443340548
2020 1090 -5.493061443340548
2020 867 -5.493061443340548
2020 597 -4.799914262780603
2020 248 -5.493061443340548
2020 808 -5.493061443340548
2020 26451 -5.493061443340548
2020 417 -4.799914262780603
2020 19787 -5.493061443340548
2020 896 -5.493061443340548
2020 7480 -5.493061443340548
2020 276 -5.493061443340548
2020 2242 -5.493061443340548
2020 1187 -5.493061443340548
2020 3041 -5.493061443340548
2020 1247 -4.394449154672439
2020 1448 -4.394449154672439
2020 3647 -5.493061443340548
2020 4996 -4.799914262780603
2020 4305 -5.493061443340548
2020 12735 -5.493061443340548
2020 13332 -5.493061443340548
2020 1103 -5.493061443340548
2020 0 -4.799914262780603
2020 5369 -5.493061443340548
2020 1695 -5.493061443340548
2020 2545 -5.493061443340548
2020 2455 -5.493061443340548
2020 864 -5.493061443340548
2020 1276 -5.493061443340548
2020 27768 -5.493061443340548
2020 1527 -5.493061443340548
2020 2691 -4.394449154672439
2020 2850 -5.493061443340548
2020 731 -5.493061443340548
2020 1892 -5.493061443340548
2020 24539 -5.493061443340548
2020 823 -5.493061443340548
2020 822 -5.493061443340548
2020 1751 -5.493061443340548
2020 12432 -5.493061443340548
2020 6720 -5.493061443340548
2020 20848 -5.493061443340548
2020 48 -5.493061443340548
2020 4230 -5.493061443340548
2020 2593 -5.493061443340548
2020 15578 -5.493061443340548
2020 19098 -5.493061443340548
2020 1921 -5.493061443340548
2020 5787 -5.493061443340548
2020 611 -5.493061443340548
2020 10774 -5.493061443340548
2020 1694 -5.493061443340548
2020 4667 -5.493061443340548
2020 9593 -5.493061443340548
2020 2867 -5.493061443340548
2020 28876 -5.493061443340548
2020 14579 -5.493061443340548
2021 1 -3.713572066704308
2021 365 -3.020424886144363
2021 11 -1.228665416916308
2021 8 -3.713572066704308
2021 239 -3.713572066704308
2021 437 -3.713572066704308
2021 2114 -3.713572066704308
2021 138 -2.614959778036198
2021 757 -3.713572066704308
2021 286 -3.713572066704308
2021 1208 -3.713572066704308
2021 62 -3.713572066704308
2021 21 -3.713572066704308
2021 19 -3.713572066704308
2021 2290 -3.713572066704308
2021 60 -3.020424886144363
2021 441 -3.713572066704308
2021 830 -3.713572066704308
2021 2331 -3.713572066704308
2021 27 -3.713572066704308
2021 664 -3.713572066704308
2021 2457 -3.713572066704308
2021 1578 -3.713572066704308
2021 1891 -3.020424886144363
2021 2062 -3.713572066704308
2022 154 -1.386294361119891
2022 74 -1.386294361119891
2022 60 -0.693147180559945
2023 938 -1.098612288668110
2023 3 -1.791759469228055
2023 26 -0.693147180559945
2024 366 -1.386294361119891
2024 107 -1.386294361119891
2024 8 -0.693147180559945
2025 2026 -4.430816798843313
2025 2029 -3.737669618283368
2025 2038 -4.430816798843313
2025 2194 -4.430816798843313
2025 2252 -3.044522437723423
2025 2289 -4.430816798843313
2025 2277 -4.430816798843313
2025 7917 -4.430816798843313
2025 2413 -3.044522437723423
2025 1034 -3.737669618283368
2025 14978 -4.430816798843313
2025 2455 -3.044522437723423
2025 597 -3.332204510175204
2025 1212 -4.430816798843313
2025 2727 -4.430816798843313
2025 12 -3.332204510175204
2025 13961 -4.430816798843313
2025 11 -4.430816798843313
2025 228 -4.430816798843313
2025 5715 -4.430816798843313
2025 2030 -4.430816798843313
2025 2246 -4.430816798843313
2025 13482 -4.430816798843313
2025 4910 -4.430816798843313
2025 5796 -4.430816798843313
2025 2815 -4.430816798843313
2025 2997 -4.430816798843313
2025 12825 -4.430816798843313
2025 19187 -4.430816798843313
2025 18993 -4.430816798843313
2025 3304 -4.430816798843313
2025 2159 -4.430816798843313
2025 2239 -3.332204510175204
2025 2619 -4.430816798843313
2025 18172 -4.430816798843313
2025 870 -3.332204510175204
2025 7553 -3.044522437723423
2025 5955 -4.430816798843313
2025 96 -4.430816798843313
2025 7833 -3.737669618283368
2025 2014 -3.737669618283368
2025 2224 -4.430816798843313
2025 5091 -3.737669618283368
2025 1499 -4.430816798843313
2025 9674 -4.430816798843313
2025 5223 -3.737669618283368
2025 1927 -4.430816798843313
2025 3869 -4.430816798843313
2025 16184 -4.430816798843313
2025 3364 -4.430816798843313
2025 28001 -4.430816798843313
2025 4408 -3.737669618283368
2025 785 -4.430816798843313
2025 467 -4.430816798843313
2025 7125 -4.430816798843313
2025 1988 -4.430816798843313
2025 699 -4.430816798843313
2026 26 -1.791759469228055
2026 15 -1.791759469228055
2026 365 -1.791759469228055
2026 8 -1.791759469228055
2026 7302 -1.791759469228055
2026 312 -1.791759469228055
2027 26 -1.386294361119891
2027 3767 -2.995732273553991
2027 12865 -2.995732273553991
2027 19 -2.302585092994045
2027 304 -2.995732273553991
2027 6068 -2.995732273553991
2027 8 -2.302585092994045
2027 14984 -2.302585092994045
2027 4728 -2.995732273553991
2027 12408 -2.995732273553991
2027 12 -2.302585092994045
2027 47 -2.995732273553991
2028 26 -1.098612288668110
2028 664 -2.484906649788000
2028 19 -1.791759469228055
2028 229 -2.484906649788000
2028 8949 -2.484906649788000
2028 8 -2.484906649788000
2028 47 -2.484906649788000
2028 3641 -2.484906649788000
2029 15 -1.405342556090585
2029 70 -5.068904202220232
2029 50 -3.970291913552122
2029 295 -3.459466289786131
2029 528 -4.375757021660286
2029 1 -4.375757021660286
2029 336 -5.068904202220232
2029 8 -3.682609841100341
2029 802 -5.068904202220232
2029 35 -3.970291913552122
2029 19 -3.459466289786131
2029 88 -5.068904202220232
2029 26 -2.871679624884012
2029 12 -3.682609841100341
2029 138 -3.459466289786131
2029 15120 -5.068904202220232
2029 133 -5.068904202220232
2029 12877 -5.068904202220232
2029 1976 -3.277144732992177
2029 69 -5.068904202220232
2029 2339 -3.277144732992177
2029 2400 -5.068904202220232
2029 5422 -3.970291913552122
2029 474 -5.068904202220232
2029 2088 -3.970291913552122
2029 3262 -5.068904202220232
2029 441 -5.068904202220232
2029 21 -3.970291913552122
2029 1361 -5.068904202220232
2029 10 -5.068904202220232
2029 1126 -4.375757021660286
2029 8957 -5.068904202220232
2029 19063 -5.068904202220232
2029 74 -5.068904202220232
2029 879 -5.068904202220232
2029 5694 -5.068904202220232
2029 2801 -5.068904202220232
2029 24 -5.068904202220232
2029 6074 -5.068904202220232
2029 218 -5.068904202220232
2029 538 -4.375757021660286
2029 2421 -3.682609841100341
2029 304 -3.970291913552122
2029 3009 -5.068904202220232
2029 5926 -4.375757021660286
2029 1258 -4.375757021660286
2029 27503 -4.375757021660286
2029 14841 -5.068904202220232
2029 20000 -4.375757021660286
2029 27502 -5.068904202220232
2029 15371 -5.068904202220232
2029 27394 -5.068904202220232
2029 819 -5.068904202220232
2029 544 -5.068904202220232
2029 3268 -5.068904202220232
2029 12803 -5.068904202220232
2029 3103 -5.068904202220232
2029 3474 -5.068904202220232
2029 200 -5.068904202220232
2029 2018 -5.068904202220232
2029 15117 -5.068904202220232
2029 1540 -5.068904202220232
2030 2031 -2.302585092994045
2030 74 -3.401197381662155
2030 2065 -4.094344562222100
2030 50 -4.094344562222100
2030 2251 -4.094344562222100
2030 129 -3.401197381662155
2030 88 -4.094344562222100
2030 2277 -4.094344562222100
2030 2255 -4.094344562222100
2030 12 -4.094344562222100
2030 2339 -4.094344562222100
2030 8 -2.014903020542265
2030 26 -1.529395204760564
2030 15049 -3.401197381662155
2030 21 -4.094344562222100
2030 149 -4.094344562222100
2030 19 -2.995732273553991
2030 969 -4.094344562222100
2030 11 -3.401197381662155
2030 12030 -4.094344562222100
2030 1916 -4.094344562222100
2030 10861 -4.094344562222100
2030 1 -4.094344562222100
2030 5770 -4.094344562222100
2030 2289 -4.094344562222100
2030 365 -4.094344562222100
2030 4025 -4.094344562222100
2030 2890 -4.094344562222100
2030 4245 -4.094344562222100
2030 138 -4.094344562222100
2031 2032 -4.458215773031428
2031 500 -2.784239339459757
2031 8 -2.060320500233058
2031 26 -1.867948607585602
2031 15 -2.784239339459757
2031 557 -4.170533700579647
2031 664 -3.477386520019702
2031 19 -2.991878704238001
2031 365 -5.556828061699537
2031 6857 -5.556828061699537
2031 158 -5.556828061699537
2031 74 -3.477386520019702
2031 77 -5.556828061699537
2031 129 -4.863680881139593
2031 851 -5.556828061699537
2031 13432 -5.556828061699537
2031 12 -3.947390149265437
2031 1693 -5.556828061699537
2031 12364 -5.556828061699537
2031 9588 -5.556828061699537
2031 21 -2.917770732084279
2031 149 -4.863680881139593
2031 2132 -5.556828061699537
2031 0 -4.458215773031428
2031 107 -5.556828061699537
2031 6 -2.848777860597328
2031 1927 -5.556828061699537
2031 1 -5.556828061699537
2031 965 -4.863680881139593
2031 138 -3.765068592471483
2031 661 -5.556828061699537
2031 60 -4.863680881139593
2031 11 -4.458215773031428
2031 430 -5.556828061699537
2031 16550 -4.458215773031428
2031 1452 -5.556828061699537
2031 993 -5.556828061699537
2031 3045 -5.556828061699537
2031 50 -4.458215773031428
2031 14110 -5.556828061699537
2031 1848 -5.556828061699537
2031 587 -5.556828061699537
2031 303 -5.556828061699537
2031 429 -5.556828061699537
2031 4107 -5.556828061699537
2031 441 -5.556828061699537
2031 9079 -4.458215773031428
2031 549 -5.556828061699537
2031 7148 -5.556828061699537
2031 11392 -4.863680881139593
2031 5985 -5.556828061699537
2031 10 -5.556828061699537
2031 366 -5.556828061699537
2031 4128 -3.071921411911537
2031 2174 -5.556828061699537
2031 18915 -5.556828061699537
2031 1499 -5.556828061699537
2031 10514 -5.556828061699537
2031 30 -5.556828061699537
2031 897 -5.556828061699537
2031 16741 -5.556828061699537
2031 3855 -4.863680881139593
2031 338 -5.556828061699537
2031 336 -5.556828061699537
2032 8 -1.743968805391707
2032 682 -4.962844630259907
2032 21 -2.564949357461537
